customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,churn_label,churn_value,county
8746-BFOAJ,Garden Grove,92845,33.782955,-118.026456,Male,Yes,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,No,0,Orange County
8457-XIGKN,Norco,92860,33.925833,-117.559639,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,No,0,Riverside County
6072-NUQCB,Villa Park,92861,33.817473,-117.810462,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.25,No,0,Orange County
8838-GPHZP,Orange,92866,33.784597,-117.844535,Female,No,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.6,No,0,Orange County
8750-QWZAJ,Orange,92867,33.81859,-117.821288,Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,No,0,Orange County
6918-UMQCG,Orange,92869,33.792791,-117.789749,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,No,0,Orange County
0675-NCDYU,Placentia,92870,33.881158,-117.854783,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,No,0,Orange County
6339-DKLMK,Corona,92879,33.893823,-117.531446,Female,No,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.65,No,0,Riverside County
1346-PJWTK,Corona,92880,33.918043,-117.617809,Male,No,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.15,No,0,Riverside County
5088-QZLRL,Corona,92881,33.833686,-117.513063,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,No,0,Riverside County
8023-QHAIO,Corona,92882,33.819385,-117.600213,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,No,0,Riverside County
4397-FRLTA,Corona,92883,33.762351,-117.488725,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,No,0,Riverside County
3057-VJJQE,Yorba Linda,92886,33.897253,-117.792202,Male,No,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,No,0,Orange County
2302-OUZXB,Ventura,93001,34.360261,-119.306383,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,No,0,Ventura County
8133-ANHHJ,Ventura,93003,34.279221,-119.221437,Female,Yes,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.0,No,0,Ventura County
2270-CHBFN,Ventura,93004,34.278697,-119.167798,Female,No,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.1,No,0,Ventura County
5982-FPVQN,Camarillo,93012,34.205504,-118.993111,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,No,0,Ventura County
9107-UKCKY,Carpinteria,93013,34.441398,-119.513163,Male,No,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,No,0,Santa Barbara County
4654-ULTTN,Fillmore,93015,34.408161,-118.865111,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,No,0,Ventura County
5546-BYZSM,Oak View,93022,34.404544,-119.302118,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.45,No,0,Ventura County
1492-KGETH,Ojai,93023,34.581308,-118.931948,Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,No,0,Ventura County
4163-HFTUK,Oxnard,93033,34.156629,-119.117218,Male,No,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.1,No,0,Ventura County
8215-NGSPE,Oxnard,93035,34.18454,-119.224666,Female,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,No,0,Ventura County
8859-YSTWS,Port Hueneme,93041,34.110124,-119.100972,Male,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,No,0,Ventura County
7601-DHFWZ,Simi Valley,93063,34.296813,-118.685703,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.0,No,0,Ventura County
1998-VHJHK,Santa Barbara,93101,34.419203,-119.710008,Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,No,0,Santa Barbara County
1707-HABPF,Santa Barbara,93103,34.438581,-119.685368,Female,Yes,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,No,0,Santa Barbara County
0487-VVUVK,Santa Barbara,93109,34.406256,-119.726936,Male,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.15,No,0,Santa Barbara County
5063-IUOKK,Santa Barbara,93111,34.460197,-119.802602,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,No,0,Santa Barbara County
4508-OEBEY,Goleta,93117,34.489983,-120.091246,Male,No,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),75.5,No,0,Santa Barbara County
0027-KWYKW,Alpaugh,93201,35.869626,-119.498771,Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,No,0,Tulare County
2308-STERM,Armona,93202,36.315979,-119.710852,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,No,0,Kings County
5982-XMDEX,Arvin,93203,35.116307,-118.817644,Female,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.5,No,0,Kern County
6051-PTVNS,Bodfish,93205,35.523991,-118.400432,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.15,No,0,Kern County
2877-VDUER,Camp Nelson,93208,36.057458,-118.591951,Female,No,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,40.9,No,0,Tulare County
9152-AMKAK,Coalinga,93210,36.186867,-120.387793,Male,No,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.25,No,0,Fresno County
9432-VOFYX,Delano,93215,35.772244,-119.209689,Male,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,No,0,Kern County
8049-WJCLQ,Ducor,93218,35.846067,-119.004073,Male,No,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.2,No,0,Tulare County
6586-PSJOX,Earlimart,93219,35.858054,-119.305858,Male,No,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),55.2,No,0,Tulare County
9705-ZJBCG,Frazier Park,93222,34.907911,-119.234281,Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.15,No,0,Kern County
6847-KJLTS,Frazier Park,93225,34.827662,-118.999073,Female,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,No,0,Kern County
9670-BPNXF,Glennville,93226,35.735694,-118.738483,Female,No,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),62.55,No,0,Kern County
3913-FCUUW,Hanford,93230,36.29223,-119.622676,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.45,No,0,Kings County
3301-VKTGC,Huron,93234,36.217864,-120.080117,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,No,0,Fresno County
9555-SAHUZ,Kernville,93238,35.852892,-118.397782,Female,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,No,0,Kern County
0816-TSPHQ,Kettleman City,93239,35.996923,-120.000951,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,No,0,Kings County
9932-WBWIK,Lake Isabella,93240,35.607875,-118.466318,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,No,0,Kern County
4619-EVPHY,Lamont,93241,35.245035,-118.905553,Female,Yes,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,No,0,Kern County
5286-YHCVC,Laton,93242,36.444232,-119.718285,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,No,0,Fresno County
9115-YQHGA,Lemoore,93245,36.303666,-119.825657,Male,No,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,No,0,Kings County
4462-CYWMH,Lindsay,93247,36.205465,-119.085807,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,No,0,Tulare County
8963-MQVYN,Lost Hills,93249,35.637715,-119.893068,Female,No,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.55,No,0,Kern County
2458-EOMRE,Mc Farland,93250,35.666886,-119.186717,Female,No,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.05,No,0,Kern County
9334-GWGOW,Mc Kittrick,93251,35.38381,-119.730885,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,No,0,Kern County
6542-LWGXJ,Pixley,93256,35.957019,-119.330928,Male,No,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,No,0,Tulare County
5567-GZKQY,Porterville,93257,36.008958,-118.891593,Male,No,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,No,0,Tulare County
1222-LRYKO,Posey,93260,35.861928,-118.636698,Male,No,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.35,No,0,Tulare County
2087-QAREY,Sequoia National Park,93262,36.527243,-118.594938,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,No,0,Tulare County
4423-JWZJN,Springville,93265,36.245926,-118.693138,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),90.25,No,0,Tulare County
6490-FGZAT,Strathmore,93267,36.141319,-119.129075,Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,No,0,Tulare County
7452-FOLON,Terra Bella,93270,35.939068,-119.043666,Male,No,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,No,0,Tulare County
2320-TZRRH,Three Rivers,93271,36.413433,-118.854708,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,No,0,Tulare County
4942-VZZOM,Tupman,93276,35.316263,-119.402559,Male,No,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.15,No,0,Kern County
7502-BNYGS,Wasco,93280,35.652242,-119.4464,Female,No,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,No,0,Kern County
4291-HYEBC,Weldon,93283,35.55647,-118.244914,Female,Yes,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,39.1,No,0,Kern County
6147-CBCRA,Wofford Heights,93285,35.690535,-118.552784,Female,No,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,No,0,Kern County
6047-SUHPR,Woodlake,93286,36.464635,-119.094348,Male,No,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,No,0,Tulare County
9752-ZNQUT,Visalia,93291,36.391777,-119.372842,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,No,0,Tulare County
1576-PFZIW,Bakersfield,93301,35.383937,-119.020428,Male,Yes,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.35,No,0,Kern County
5666-MBJPT,Bakersfield,93304,35.339796,-119.023552,Male,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,No,0,Kern County
7312-XSBAT,Bakersfield,93305,35.391733,-118.984109,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,No,0,Kern County
3096-GKWEB,Bakersfield,93306,35.449881,-118.841442,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,No,0,Kern County
2371-JQHZZ,Bakersfield,93307,35.280113,-118.962329,Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.0,No,0,Kern County
0674-GCDXG,Bakersfield,93308,35.559617,-118.925185,Male,No,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,No,0,Kern County
1121-QSIVB,Bakersfield,93309,35.342891,-119.064803,Female,No,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,77.55,No,0,Kern County
4396-KLSEH,Bakersfield,93311,35.16207,-119.194488,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,No,0,Kern County
2824-MYYBN,Bakersfield,93313,35.140938,-119.051348,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,No,0,Kern County
6345-HOVES,Los Osos,93402,35.279984,-120.824288,Male,No,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.05,No,0,San Luis Obispo County
8318-LCNBW,San Luis Obispo,93405,35.236549,-120.727344,Male,No,Yes,No,35,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),53.15,No,0,San Luis Obispo County
6469-QJKZW,Arroyo Grande,93420,35.176236,-120.483243,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,No,0,San Luis Obispo County
0147-ESWWR,Atascadero,93422,35.453912,-120.69461,Female,Yes,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,No,0,San Luis Obispo County
1217-VASWC,Avila Beach,93424,35.186644,-120.728305,Male,Yes,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.55,No,0,San Luis Obispo County
6370-ZVHDV,Buellton,93427,34.631362,-120.238218,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,No,0,Santa Barbara County
5915-DGNVC,Cambria,93428,35.591387,-121.032256,Female,No,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.8,No,0,San Luis Obispo County
6260-XLACS,Casmalia,93429,34.866032,-120.536546,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,No,0,Santa Barbara County
3566-CAAYU,Cayucos,93430,35.511833,-120.918713,Female,No,Yes,Yes,64,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,49.85,No,0,San Luis Obispo County
4983-CCWMC,Creston,93432,35.480896,-120.469476,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,No,0,San Luis Obispo County
9103-CXVOK,Grover Beach,93433,35.120833,-120.61843,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,No,0,San Luis Obispo County
2896-TBNBE,Guadalupe,93434,34.936,-120.594655,Male,No,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.8,No,0,Santa Barbara County
2522-WLNSF,Los Olivos,93441,34.70434,-120.02609,Female,Yes,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,No,0,Santa Barbara County
3841-CONLJ,Morro Bay,93442,35.369553,-120.763864,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.0,No,0,San Luis Obispo County
4475-NVTLU,Paso Robles,93446,35.634222,-120.728341,Male,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.2,No,0,San Luis Obispo County
9386-LDCZR,San Ardo,93450,35.996008,-120.85305,Male,No,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.65,No,0,Monterey County
9585-KKMFD,San Miguel,93451,35.886767,-120.608661,Male,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.0,No,0,San Luis Obispo County
5399-ZIMKF,San Simeon,93452,35.746484,-121.223355,Male,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,No,0,San Luis Obispo County
0336-KXKFK,Santa Margarita,93453,35.303926,-120.256567,Male,No,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,No,0,San Luis Obispo County
5619-XZZKR,Santa Maria,93454,34.943523,-120.256729,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,No,0,Santa Barbara County
3948-FVVRP,Santa Maria,93455,34.818227,-120.418784,Male,No,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,No,0,Santa Barbara County
5327-XOKKY,Santa Maria,93458,34.95934,-120.490081,Male,Yes,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,No,0,Santa Barbara County
0983-TATYJ,Santa Ynez,93460,34.630356,-120.032564,Female,No,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,No,0,Santa Barbara County
1813-JYWTO,Shandon,93461,35.634488,-120.293534,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.45,No,0,San Luis Obispo County
6719-OXYBR,California City,93505,35.151491,-117.927597,Male,No,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.3,No,0,Kern County
3312-ZWLGF,Acton,93510,34.501452,-118.207862,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,No,0,Los Angeles County
6476-YHMGA,Benton,93512,37.653947,-118.231443,Female,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5,No,0,Mono County
0795-XCCTE,Bishop,93514,37.04584,-118.397236,Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,No,0,Inyo County
0168-XZKBB,Boron,93516,34.95703,-117.73045,Female,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,No,0,Kern County
3785-NRHYR,Bridgeport,93517,38.184583,-119.286558,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,No,0,Mono County
4537-DKTAL,Darwin,93522,36.319181,-117.593053,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.55,No,0,Inyo County
7072-MBHEV,Edwards,93523,34.966777,-117.961179,Female,Yes,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,No,0,Kern County
5602-BVFMK,Independence,93526,36.869584,-118.189241,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,No,0,Inyo County
6297-NOOPG,Inyokern,93527,36.041315,-118.188235,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,No,0,Kern County
8204-TIFGJ,June Lake,93529,37.730269,-119.055813,Female,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,No,0,Mono County
8050-DVOJX,Keeler,93530,36.560498,-117.962461,Male,Yes,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,No,0,Inyo County
8903-XEBGX,Lancaster,93534,34.727529,-118.153098,Male,No,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,No,0,Los Angeles County
8169-SAEJD,Lancaster,93535,34.712708,-117.889656,Male,Yes,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,No,0,Los Angeles County
1089-XZWHH,Lee Vining,93541,37.890145,-119.184087,Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,No,0,Mono County
2325-WINES,Littlerock,93543,34.505273,-117.955054,Female,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.05,No,0,Los Angeles County
6064-ZATLR,Llano,93544,34.500091,-117.765862,Female,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,No,0,Los Angeles County
7824-PANSQ,Mammoth Lakes,93546,37.550074,-118.837167,Male,No,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,No,0,Mono County
9648-BCHKM,Palmdale,93550,34.536232,-118.082935,Female,No,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,No,0,Los Angeles County
2888-ADFAO,Palmdale,93551,34.613476,-118.256358,Female,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.3,No,0,Los Angeles County
8707-HOEDG,Palmdale,93552,34.557711,-118.029441,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,No,0,Los Angeles County
4072-IPYLT,Randsburg,93554,35.405722,-117.773354,Female,No,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,No,0,Kern County
7167-PCEYD,Ridgecrest,93555,35.603913,-117.67828,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,No,0,Kern County
4936-YPJNK,Rosamond,93560,34.903052,-118.411251,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,No,0,Kern County
1580-BMCMR,Tehachapi,93561,35.073777,-118.652112,Male,Yes,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,No,0,Kern County
4817-KEQSP,Trona,93562,35.74837,-117.384948,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,No,0,San Bernardino County
6408-WHTEF,Valyermo,93563,34.39583,-117.734568,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.4,No,0,Los Angeles County
9251-AWQGT,Palmdale,93591,34.598221,-117.79593,Female,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,No,0,Los Angeles County
8749-CLJXC,Ahwahnee,93601,37.375816,-119.739935,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,No,0,Madera County
7989-VCQOH,Auberry,93602,36.991762,-119.242874,Male,No,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,No,0,Fresno County
